ATM_ID,Date,Opening_Cash,Cash_Loaded,Total_Withdrawal,Closing_Cash,Number_of_Transactions,Failed_Transactions,Downtime_Minutes,Customer_Complaints,Maintenance_Status,Refill_Date,Refill_Amount,Refill_Cost,Health_Score,Need_Refill,Days_Since_Last_Refill
ATM1042,12/11/2025,495240.44,500000,643979.79,802656.02,524,11,11,1,Normal,6/25/2025,300000,0,72.2,YES,9
ATM1023,5/14/2025,1136095.94,0,846603.23,210640.76,55,6,11,0,Normal,4/13/2025,0,0,93.7,NO,14
ATM1043,8/21/2025,574117,0,356001.64,51746.18,154,4,11,3,Normal,2/12/2025,700000,0,85.1,NO,2
ATM1028,12/17/2025,1001703.81,0,455353.87,140503.66,344,8,15,0,Normal,12/9/2025,500000,0,75.6,NO,11
ATM1039,8/4/2025,490177.35,500000,659557.95,117856.58,380,3,12,5,Normal,10/13/2025,0,0,100,NO,13
ATM1011,4/5/2025,1187499.39,300000,205696.32,219822.69,41,1,10,0,Normal,2/7/2025,0,2500,65.2,NO,1
ATM1018,3/8/2025,607604.61,500000,798924.61,659607.55,353,8,12,1,Normal,10/27/2025,0,0,100,NO,9
ATM1028,11/4/2025,321512.34,500000,340189.82,550836.85,258,8,17,1,Normal,8/24/2025,300000,2500,74.7,NO,12
ATM1002,1/9/2025,831562.84,700000,476045.75,888487.12,421,5,15,1,Normal,11/5/2025,700000,0,75,NO,6
ATM1021,11/18/2025,1043655.22,300000,502471.17,760978.61,483,7,16,1,Normal,12/6/2025,0,0,67.8,NO,9
ATM1003,4/11/2025,1070851.53,500000,490957.93,827092.56,345,3,13,3,Normal,4/19/2025,500000,2500,90.9,NO,5
ATM1011,2/5/2025,603181.11,500000,715017.7,572469.98,497,10,14,5,Normal,6/20/2025,500000,3500,83.1,NO,14
ATM1026,5/19/2025,694050.59,0,204304.3,65323.77,276,5,11,2,Normal,4/12/2025,500000,3500,89.6,NO,12
ATM1028,9/2/2025,389581.55,0,472416.53,686812.76,571,8,16,2,Normal,5/5/2025,500000,2500,71.1,YES,3
ATM1044,12/29/2025,860139.5,0,484450.67,101751.96,135,3,16,4,Normal,1/26/2025,500000,2500,100,NO,4
ATM1033,4/27/2025,1110988.89,0,50965.96,732831.47,387,8,14,2,Normal,1/9/2025,0,0,83.1,NO,14
ATM1024,11/15/2025,383182.46,0,155792.74,431933.8,237,6,3,1,Normal,3/25/2025,500000,0,57.2,NO,13
ATM1027,7/24/2025,863722.06,300000,241498.14,858548.45,509,8,13,1,Normal,11/16/2025,0,2500,89.9,NO,6
ATM1042,12/30/2025,336675.04,0,368586.2,329047.45,554,3,8,2,Normal,11/21/2025,500000,2500,68.1,YES,10
ATM1044,5/23/2025,467483.32,700000,807620.55,233491.3,183,5,9,1,Normal,5/19/2025,0,0,68.8,YES,11
ATM1032,6/14/2025,463398.34,700000,728257.04,688095.67,86,9,22,1,Normal,9/19/2025,0,0,84.9,NO,14
ATM1021,2/22/2025,250079.98,300000,773953.64,759177.23,535,4,20,2,Normal,1/6/2025,0,3500,79.7,NO,7
ATM1046,3/31/2025,460832.05,700000,272479.89,656623.65,216,8,14,4,Normal,6/30/2025,0,0,93.6,NO,2
ATM1031,9/5/2025,288677.3,300000,556790.55,942607.26,185,8,11,0,Normal,6/5/2025,300000,0,86.2,NO,6
ATM1006,5/18/2025,309083.51,700000,189666.72,861944.73,396,6,10,1,Normal,11/2/2025,700000,3500,75.7,NO,8
ATM1022,8/10/2025,904279.35,0,329819.06,247603.3,132,6,19,7,Normal,1/27/2025,700000,0,100,NO,1
ATM1036,8/12/2025,864562.42,300000,104729.07,188413.3,270,7,11,0,Normal,3/23/2025,700000,3500,70.6,NO,8
ATM1004,4/25/2025,446039.51,500000,494541.33,674700.6,228,4,10,6,Normal,7/28/2025,0,0,100,NO,12
ATM1002,7/9/2025,922563.27,0,337147,579015.75,255,5,13,1,Normal,12/27/2025,0,3500,100,NO,10
ATM1011,2/2/2025,523403.55,500000,205611.6,591078.63,473,6,6,1,Normal,8/14/2025,300000,2500,100,NO,9
ATM1014,9/29/2025,1118882.71,500000,201489.24,805661.82,449,2,9,1,Normal,5/22/2025,0,0,75.9,NO,8
ATM1008,11/8/2025,251965.22,300000,860697.56,723311.73,288,8,16,1,Normal,3/16/2025,0,0,81.1,NO,10
ATM1045,6/12/2025,1172888.98,300000,579452.32,350946.06,112,9,11,4,Normal,12/18/2025,300000,0,74.4,NO,7
ATM1045,9/6/2025,1177646.24,500000,142025.18,595052.59,495,6,17,2,Normal,8/6/2025,700000,3500,94.9,NO,10
ATM1037,8/6/2025,355874.92,700000,562476.46,815551.89,431,2,10,1,Normal,2/16/2025,0,0,97.4,NO,4
ATM1049,4/21/2025,1028953,500000,872257.92,160875.42,124,8,11,0,Normal,12/24/2025,0,0,81.2,NO,12
ATM1016,5/1/2025,350697.88,300000,118049.62,251047.59,434,8,10,2,Normal,9/19/2025,0,3500,85.5,NO,11
ATM1006,8/28/2025,700326.65,700000,328669.03,640110.69,494,6,8,3,Required,9/11/2025,0,3500,61.4,YES,0
ATM1025,3/21/2025,445734.97,0,779234.01,425039.98,412,14,6,1,Normal,12/22/2025,300000,0,93.3,NO,13
ATM1007,3/27/2025,1027708.08,300000,273892.16,810590.54,409,7,16,0,Normal,6/14/2025,0,3500,67.1,NO,2
ATM1019,7/12/2025,791089.13,0,129969.35,697997.19,238,4,11,6,Normal,4/10/2025,0,3500,98.4,NO,8
ATM1049,2/15/2025,962420.92,500000,288407.83,96951.03,446,5,14,3,Normal,8/25/2025,500000,0,80.9,YES,3
ATM1042,1/6/2025,1050803.3,0,119699.75,957113,179,8,12,3,Normal,4/23/2025,0,0,73.3,YES,5
ATM1018,2/6/2025,707324.08,0,862299.22,674526.99,401,7,8,2,Normal,7/7/2025,700000,3500,69.1,NO,9
ATM1023,1/27/2025,907697.44,0,415490.26,456163.98,484,5,10,1,Normal,6/3/2025,500000,2500,93.7,NO,2
ATM1017,1/19/2025,1044889.85,300000,607864.34,562232.8,424,3,14,4,Normal,10/26/2025,500000,0,80.1,NO,6
ATM1014,2/3/2025,684879.34,700000,850663.69,906565.12,382,10,12,3,Normal,12/6/2025,0,0,78.2,NO,8
ATM1040,10/28/2025,659445.31,0,122115.39,707882.95,291,5,12,3,Normal,8/8/2025,300000,0,70.6,YES,14
ATM1026,1/5/2025,284578.55,300000,452398.63,259006.31,317,7,13,2,Normal,9/21/2025,0,0,89.9,NO,3
ATM1017,12/23/2025,1035761.88,0,765734.4,188178.33,33,8,10,2,Normal,8/8/2025,500000,0,74,NO,3
ATM1047,7/28/2025,1053325.46,300000,246881.44,92364.52,112,8,10,4,Normal,3/26/2025,700000,0,82.6,NO,11
ATM1021,10/31/2025,452932.08,500000,426167.63,88966.17,178,10,14,1,Normal,3/13/2025,0,0,70.2,NO,8
ATM1025,3/16/2025,573558.97,0,537956.71,846483.36,394,3,15,1,Normal,3/30/2025,500000,3500,92.6,YES,7
ATM1037,2/28/2025,1167249.24,0,473416.59,935223.53,308,8,14,2,Normal,8/14/2025,0,0,79.7,YES,11
ATM1016,1/25/2025,571656.79,0,232433.91,638732.14,510,4,9,5,Normal,8/22/2025,0,3500,69.6,YES,0
ATM1021,3/17/2025,658795.03,0,586395.09,796692.23,200,10,15,1,Required,5/30/2025,700000,3500,99.5,NO,12
ATM1016,7/17/2025,664047.12,700000,181639.47,679951.42,247,8,10,0,Normal,2/17/2025,0,0,95.9,NO,0
ATM1038,10/1/2025,1041301.77,0,446817.4,574177.68,284,2,10,1,Normal,12/22/2025,500000,0,86.5,NO,6
ATM1044,1/30/2025,1138548.03,0,139933.67,821104.54,199,5,12,4,Normal,3/25/2025,0,0,91.3,YES,9
ATM1007,12/8/2025,750884.63,500000,470700.45,287596.3,440,6,16,2,Normal,1/3/2025,0,0,78.2,NO,13
ATM1015,2/19/2025,930593.94,500000,87264.11,483014.38,195,1,18,2,Normal,1/19/2025,500000,2500,96.5,YES,2
ATM1042,4/7/2025,650418.03,0,339559.19,420740.43,59,1,8,3,Normal,5/13/2025,500000,0,92.6,NO,2
ATM1002,11/22/2025,376323.58,0,694403.23,659795.37,174,5,18,2,Normal,8/4/2025,0,0,100,YES,10
ATM1006,10/17/2025,920470.76,0,706124.01,203444.86,470,5,11,1,Normal,12/13/2025,0,0,71.1,YES,9
ATM1006,6/21/2025,1063104.05,0,217292.06,360756.47,427,1,11,1,Normal,7/14/2025,500000,0,79.7,NO,9
ATM1039,7/26/2025,897786.03,700000,581671.44,432373.18,39,5,16,0,Normal,7/29/2025,0,3500,59,NO,2
ATM1029,6/13/2025,691136.43,700000,789889.44,160250.37,352,5,7,1,Normal,5/14/2025,500000,0,77,NO,10
ATM1046,7/3/2025,956470.02,500000,88802.98,411496.28,350,4,13,1,Normal,2/14/2025,500000,0,81.9,YES,4
ATM1014,5/4/2025,908464.49,0,93503.98,559842.83,108,11,11,0,Normal,3/1/2025,0,0,100,NO,11
ATM1017,12/26/2025,955428.17,300000,377929.58,759159.95,71,6,15,1,Normal,9/15/2025,500000,0,81.4,YES,7
ATM1048,5/2/2025,1069700.71,300000,876012.04,436899.07,361,5,17,1,Normal,12/15/2025,500000,0,86.8,NO,1
ATM1002,7/29/2025,316753.14,0,475522.69,431909.11,502,8,7,1,Normal,8/9/2025,300000,0,92.8,NO,13
ATM1047,4/3/2025,956129.42,0,688982.27,548441.96,244,3,9,4,Normal,5/17/2025,0,0,89.4,NO,0
ATM1045,4/15/2025,461170.79,0,731397.28,523656.76,355,5,13,5,Normal,6/12/2025,700000,0,79.6,YES,4
ATM1037,10/3/2025,488099.73,0,479179.49,677686.59,345,2,10,0,Normal,11/7/2025,0,0,85.5,NO,4
ATM1017,8/5/2025,943489.52,500000,336453.65,815423.88,225,6,11,2,Normal,6/15/2025,0,2500,95.8,YES,3
ATM1031,8/4/2025,615937.51,500000,888182.71,98755.19,211,5,13,2,Normal,10/23/2025,0,0,86.2,NO,10
ATM1017,9/5/2025,1047884.63,0,560323.61,387795.21,337,6,5,4,Normal,8/26/2025,0,2500,77.4,NO,14
ATM1003,8/13/2025,331988.25,700000,785028.15,88940.29,211,1,18,3,Normal,6/20/2025,500000,0,73.5,NO,11
ATM1049,7/7/2025,1196001.81,0,107009.25,554377.9,486,5,11,6,Normal,2/20/2025,500000,0,79.6,NO,3
ATM1023,8/15/2025,489728.49,0,868918.38,222460.32,371,3,13,2,Required,11/5/2025,0,0,92.1,YES,6
ATM1023,12/8/2025,469891.28,0,375354.95,792938.71,540,3,10,1,Normal,3/11/2025,0,0,77.1,NO,13
ATM1009,2/7/2025,334996.28,0,715975.28,582495.25,142,11,7,1,Normal,10/10/2025,0,3500,87.8,NO,13
ATM1014,9/11/2025,869862.34,0,167271.86,127590.15,190,7,13,6,Normal,3/26/2025,0,0,96.3,NO,8
ATM1004,12/18/2025,1021001.91,0,841572.17,201975.25,276,2,10,2,Required,6/10/2025,0,3500,72.3,NO,10
ATM1023,6/7/2025,1198518.97,500000,322152.81,140088.54,127,10,5,3,Normal,9/9/2025,0,0,68,YES,0
ATM1034,5/30/2025,978055.6,700000,846896.82,414291.4,583,6,6,4,Required,6/24/2025,300000,2500,79.9,NO,3
ATM1043,4/13/2025,1055997.65,0,627773.14,398780.09,314,8,16,3,Normal,8/27/2025,0,0,83.5,NO,4
ATM1050,4/19/2025,556041.38,500000,92904,946326.04,222,7,11,2,Normal,12/14/2025,0,0,83.6,NO,10
ATM1011,2/14/2025,1020594.68,500000,421456.75,816563.61,176,8,13,4,Normal,8/8/2025,0,3500,95.6,NO,2
ATM1026,6/25/2025,311944.7,700000,666293.81,291584.37,190,5,10,1,Normal,4/10/2025,0,2500,70.8,NO,11
ATM1044,1/18/2025,820782.28,0,390763.6,536946.61,279,7,9,5,Normal,6/11/2025,700000,0,81.3,YES,8
ATM1013,8/12/2025,727864.17,500000,578397.26,935623.54,387,5,14,1,Normal,8/29/2025,500000,2500,84.3,NO,0
ATM1038,11/16/2025,365241.73,0,710419.93,579419.72,498,7,10,3,Normal,8/9/2025,0,0,96.2,YES,2
ATM1045,10/24/2025,807852.43,0,847007.73,891067.92,263,5,10,2,Normal,12/22/2025,500000,3500,64.6,NO,14
ATM1007,3/27/2025,637114.73,500000,83600.72,423141.15,448,4,11,2,Normal,11/2/2025,0,3500,100,NO,0
ATM1018,1/29/2025,280240.99,0,823381.27,407962.2,502,4,10,0,Required,7/25/2025,300000,0,91.2,NO,13
ATM1044,12/21/2025,906806.37,0,674361.37,674847.01,236,7,11,0,Normal,3/31/2025,500000,0,90.8,NO,11
ATM1041,5/20/2025,259758.17,300000,545608.82,548140.6,345,5,3,0,Normal,11/4/2025,0,0,100,NO,9
ATM1009,12/2/2025,458497.14,500000,566231.18,334877.11,71,9,12,2,Normal,7/7/2025,0,0,93.4,NO,6
ATM1027,3/16/2025,683810.78,700000,519270.02,681767.13,581,10,9,1,Normal,10/7/2025,0,3500,93.7,NO,11
ATM1008,9/25/2025,615008.09,0,393100.15,100465.48,124,10,10,0,Normal,9/29/2025,0,0,96.5,NO,12
ATM1008,3/3/2025,349419.64,500000,233270.09,387380.53,441,6,9,3,Normal,5/17/2025,300000,0,69.2,NO,11
ATM1039,9/14/2025,1122390.1,0,250033.14,771227.67,284,6,12,2,Normal,8/13/2025,0,0,86.8,NO,10
ATM1048,6/18/2025,1035544.39,300000,418796.02,65293.9,73,11,9,3,Normal,5/23/2025,300000,0,96.2,NO,14
ATM1009,8/23/2025,804554.56,500000,50721.2,297388.43,475,5,12,4,Normal,11/20/2025,0,3500,84.2,YES,7
ATM1018,7/11/2025,472545.86,0,679323.98,471572.64,152,2,19,0,Normal,12/11/2025,0,0,86.2,NO,7
ATM1047,1/24/2025,869647.24,0,367933.63,515512.67,240,6,15,1,Normal,12/1/2025,0,3500,100,NO,1
ATM1023,8/24/2025,577892.79,0,679371.24,349436.48,435,4,11,0,Normal,9/18/2025,300000,3500,73.7,NO,14
ATM1006,6/1/2025,404608.99,300000,847439.19,77672.61,587,8,21,2,Normal,7/16/2025,500000,0,87.9,NO,7
ATM1040,3/24/2025,389131.94,0,131529.41,187589.71,430,6,15,3,Normal,7/16/2025,0,3500,100,NO,10
ATM1017,3/6/2025,418583.93,0,336038.93,599631.85,315,2,16,2,Normal,3/17/2025,0,0,72.7,NO,0
ATM1013,4/2/2025,620896.05,300000,584562.11,822525.3,365,5,15,3,Normal,6/11/2025,0,0,85.5,NO,11
ATM1050,4/2/2025,537639.49,0,701020.52,345186.78,578,7,15,1,Normal,12/23/2025,300000,3500,83.2,NO,1
ATM1049,5/18/2025,1121873.32,700000,868928.74,892895.56,504,7,12,4,Normal,2/11/2025,0,3500,88.7,YES,13
ATM1045,5/28/2025,764150.19,500000,245242.29,653804,549,10,12,0,Normal,2/13/2025,300000,2500,84.5,YES,7
ATM1039,5/10/2025,320061.65,0,374105.43,283746.03,278,12,12,0,Normal,1/16/2025,0,0,84.9,NO,14
ATM1019,11/24/2025,1191394.89,0,75057.27,462056.46,130,6,12,2,Normal,5/9/2025,0,3500,72.2,NO,6
ATM1044,11/9/2025,594789.86,0,508287.03,961317.45,160,5,20,2,Normal,5/8/2025,300000,3500,98.9,NO,14
ATM1001,1/4/2025,335962.08,0,742999.81,308710.27,175,7,11,4,Normal,10/20/2025,700000,2500,92.6,NO,8
ATM1039,1/31/2025,331559.26,300000,754107.26,346458.61,248,8,11,2,Normal,6/25/2025,0,0,80.2,NO,14
ATM1009,6/27/2025,1114749.15,500000,114590.02,555430.91,254,2,6,3,Normal,12/25/2025,0,2500,100,NO,4
ATM1050,5/14/2025,814895.73,500000,852218.55,506911.32,408,7,12,3,Required,10/9/2025,500000,2500,82.6,NO,11
ATM1040,6/14/2025,1073917.94,0,546539.16,74075,440,8,10,1,Normal,10/13/2025,0,2500,70.1,NO,7
ATM1025,8/16/2025,312823.78,0,66276.68,502708.15,194,8,11,1,Normal,6/27/2025,300000,0,83.9,YES,13
ATM1035,4/28/2025,931405.83,0,890275,445760.79,352,6,12,3,Normal,6/23/2025,500000,3500,73.6,YES,7
ATM1018,5/22/2025,793758.14,0,423502.65,693219.46,213,10,15,7,Normal,7/17/2025,500000,3500,85.6,NO,4
ATM1024,3/19/2025,343018.05,500000,293226.19,71592.65,98,5,14,2,Normal,9/10/2025,300000,0,73.4,NO,7
ATM1013,8/24/2025,750153.88,0,705337.81,755954.95,135,8,12,2,Normal,3/29/2025,0,2500,86.7,NO,2
ATM1032,12/10/2025,727685.07,700000,316352.45,875997.29,182,3,14,3,Normal,6/13/2025,0,0,100,NO,8
ATM1005,1/16/2025,409416.14,500000,182312.06,870814.11,254,6,15,3,Normal,10/7/2025,0,0,85.5,YES,0
ATM1014,8/13/2025,877401.64,300000,369680.68,402996.87,253,8,10,3,Normal,8/2/2025,500000,3500,100,NO,13
ATM1003,7/21/2025,765320.75,0,436876.41,618175.03,98,3,14,3,Normal,3/12/2025,0,0,73.2,NO,14
ATM1011,10/1/2025,660930,0,495089.23,300796.62,550,2,11,2,Normal,9/10/2025,300000,2500,76.8,NO,9
ATM1017,3/19/2025,712546.85,0,452025.57,834533.3,403,7,11,1,Normal,4/11/2025,0,0,57,NO,1
ATM1023,6/5/2025,528180.7,300000,166711.94,907174.95,308,4,13,2,Normal,2/1/2025,500000,3500,72.6,NO,2
ATM1017,2/1/2025,888279.57,0,188091.47,948834.61,24,2,17,1,Normal,4/22/2025,700000,0,72.2,NO,2
ATM1032,10/28/2025,600800.67,700000,277583.19,609749.31,215,9,14,3,Normal,4/7/2025,0,0,100,YES,7
ATM1022,7/25/2025,344268.74,0,366050.02,710329.57,562,5,8,0,Required,12/27/2025,300000,3500,81.1,NO,4
ATM1031,4/10/2025,296229.09,0,880929.15,109056.14,143,9,8,1,Normal,8/14/2025,0,2500,62.2,NO,13
ATM1025,7/14/2025,418343.4,500000,515143.52,760776.06,350,3,24,2,Required,12/22/2025,0,3500,78.7,YES,7
ATM1024,10/4/2025,885845.48,700000,508780.38,697298.2,480,5,11,1,Normal,10/29/2025,0,0,100,NO,9
ATM1036,2/4/2025,1001203.81,0,319725.54,337332.53,320,3,10,1,Normal,11/26/2025,500000,0,75.8,NO,12
ATM1043,6/10/2025,988433.64,0,770383.92,716285.1,391,3,11,3,Required,4/6/2025,300000,2500,84.8,YES,11
ATM1038,11/8/2025,355803.91,0,704831.13,349080.03,465,7,13,1,Normal,3/22/2025,0,3500,82.3,NO,14
ATM1026,1/16/2025,862889.97,0,89718.55,115199.35,244,10,5,4,Normal,10/12/2025,0,0,100,NO,14
ATM1023,3/17/2025,822049.77,700000,737817.38,685544.87,560,6,16,2,Normal,11/19/2025,300000,2500,80.6,NO,2
ATM1044,11/10/2025,1194303.2,0,374395.87,611129.04,335,2,16,2,Normal,10/7/2025,0,2500,100,YES,12
ATM1017,8/13/2025,398244.49,0,97970.84,266416.92,380,4,13,1,Required,3/30/2025,300000,3500,88.4,NO,12
ATM1034,11/10/2025,344533.84,0,507497.86,712388.87,403,8,5,1,Normal,11/20/2025,0,2500,77,NO,2
ATM1029,12/2/2025,799092.67,0,126869.05,241127.79,208,3,11,1,Normal,8/29/2025,500000,0,89.4,YES,7
ATM1033,4/29/2025,1047338.22,0,216858.25,758042.04,111,5,11,5,Normal,3/15/2025,0,3500,74.3,NO,14
ATM1026,11/15/2025,718102.67,500000,618054.92,363968.98,340,13,10,2,Normal,12/3/2025,0,3500,79.9,NO,9
ATM1041,1/27/2025,1198164.63,300000,422023.99,453613.45,381,5,15,1,Required,10/21/2025,0,0,80.3,YES,2
ATM1012,1/16/2025,866351.84,500000,694629.57,273821.8,82,6,7,0,Normal,9/30/2025,0,0,81.2,NO,8
ATM1025,10/17/2025,922943.75,0,366404.42,284342.69,149,8,16,3,Normal,4/3/2025,0,0,78.9,YES,5
ATM1025,4/11/2025,903245.18,0,545910.06,700583.66,422,8,15,0,Normal,2/19/2025,0,0,72.7,NO,10
ATM1048,3/30/2025,485352.86,0,83865.23,391252.79,360,5,8,1,Normal,5/14/2025,700000,0,60.7,YES,8
ATM1018,7/16/2025,696223.1,0,707221.91,764339.22,52,6,17,3,Required,6/29/2025,0,0,74.7,YES,4
ATM1035,3/27/2025,1188425.03,500000,355292.03,159218.4,67,1,8,1,Normal,4/27/2025,0,3500,100,YES,12
ATM1027,8/16/2025,311342.54,300000,408853.04,981953.84,330,3,9,4,Normal,2/22/2025,300000,3500,89.1,NO,0
ATM1035,10/10/2025,447190.66,0,319923.41,883228.35,132,8,7,0,Normal,8/4/2025,700000,0,88.6,YES,12
ATM1004,9/10/2025,607077.19,500000,181715.57,482284.04,30,6,10,4,Normal,7/16/2025,700000,3500,65.3,NO,3
ATM1004,9/16/2025,1078302.46,0,142485.95,393288.07,335,3,16,1,Normal,7/22/2025,0,3500,99.9,YES,5
ATM1029,8/26/2025,625081.8,500000,759207.95,367382.63,22,8,12,2,Normal,9/10/2025,700000,3500,80.1,YES,9
ATM1008,2/19/2025,598155.38,0,841988.07,712530.68,277,5,11,0,Normal,6/7/2025,700000,2500,84.1,NO,10
ATM1030,11/9/2025,915603.1,300000,261793.67,372436.9,52,6,14,3,Normal,10/25/2025,0,0,100,YES,4
ATM1012,8/25/2025,993157.99,500000,487833.24,311857.96,352,6,10,0,Normal,9/9/2025,500000,3500,88.5,YES,12
ATM1025,9/8/2025,628853.02,300000,401147.6,304097.69,590,4,21,2,Normal,11/14/2025,0,0,85.2,NO,2
ATM1017,2/9/2025,1018315.56,0,101511.32,669614.19,116,10,17,2,Normal,6/8/2025,0,0,100,NO,3
ATM1017,2/23/2025,537058.8,300000,403979.43,985208.4,571,6,14,0,Normal,9/3/2025,500000,0,87.7,NO,14
ATM1035,11/8/2025,613641.55,0,801568.67,317191.7,566,6,15,1,Normal,1/10/2025,0,0,62.6,YES,1
ATM1046,7/31/2025,500874.88,700000,262733.27,268094.92,398,10,11,3,Required,9/19/2025,0,0,95.5,NO,4
ATM1026,8/18/2025,751515.93,500000,242547.62,649502.13,427,4,13,0,Required,3/21/2025,500000,0,90.7,YES,8
ATM1031,9/30/2025,665793.22,0,880427.71,865794.61,424,6,9,1,Required,2/5/2025,500000,2500,66.6,NO,10
ATM1012,7/26/2025,1038149.84,500000,439700.23,413246.91,71,6,6,1,Normal,7/8/2025,500000,0,75,NO,11
ATM1024,4/21/2025,652445.12,500000,633807.95,388510.51,106,3,11,2,Normal,8/13/2025,500000,3500,62.8,NO,4
ATM1009,2/22/2025,281353.81,0,280128.03,440958.29,347,4,13,2,Normal,9/6/2025,0,0,82.5,NO,3
ATM1010,6/24/2025,937990.94,0,133773.09,573138.32,259,4,11,1,Normal,5/20/2025,0,2500,100,NO,13
ATM1033,10/26/2025,965986,700000,491662.04,200964.56,306,6,8,2,Normal,5/20/2025,0,2500,100,NO,11
ATM1006,8/13/2025,521611.77,0,208773.61,210176.27,25,5,18,4,Normal,6/15/2025,0,0,81.2,NO,11
ATM1045,10/15/2025,671994.97,0,817431.11,399665.63,202,7,10,1,Normal,3/16/2025,0,2500,74.5,NO,9
ATM1007,5/2/2025,522477.82,500000,656972.5,355266.97,33,1,15,2,Normal,8/10/2025,0,3500,70.3,NO,0
ATM1006,3/29/2025,403079.66,0,773424.18,710960.94,340,6,12,2,Normal,10/19/2025,300000,0,94.5,NO,7
ATM1029,3/10/2025,397924.43,0,507679.17,970047.06,459,4,18,3,Normal,3/18/2025,0,2500,82.4,NO,0
ATM1009,9/11/2025,1141202.42,0,107641.95,666129.48,570,3,13,4,Normal,4/16/2025,300000,2500,83.1,NO,11
ATM1010,8/18/2025,687376.01,0,469431.94,477536.6,574,6,9,4,Normal,1/21/2025,0,3500,80.8,NO,6
ATM1007,5/13/2025,779724.93,0,500822.08,740017.06,424,5,14,2,Normal,9/16/2025,0,3500,78.1,NO,13
ATM1023,1/22/2025,819350.01,0,221991.86,177799.08,523,6,16,2,Required,10/12/2025,0,0,86.9,NO,14
ATM1029,12/11/2025,385360.77,0,367795.12,643545.53,178,6,14,1,Normal,1/18/2025,300000,3500,80.4,YES,5
ATM1014,5/4/2025,427917.87,0,813741.9,901742.45,159,5,15,1,Normal,4/18/2025,0,0,95.4,NO,1
ATM1003,9/17/2025,732572.09,300000,298343.96,204106.79,208,7,13,1,Normal,6/5/2025,0,0,93.4,YES,3
ATM1003,9/14/2025,1147405.2,300000,123851.84,646761.1,252,5,13,2,Normal,3/17/2025,500000,0,100,NO,6
ATM1001,6/26/2025,1084212.25,700000,479486.05,243118.92,272,6,9,2,Normal,2/20/2025,0,0,89.1,YES,14
ATM1019,4/27/2025,1005506.26,500000,215386.39,311650.99,232,5,16,2,Normal,4/5/2025,500000,0,78.9,NO,14
ATM1005,3/15/2025,263574.92,0,628690.55,560607.75,65,6,8,3,Normal,7/17/2025,0,2500,82.6,NO,8
ATM1002,7/19/2025,720458.83,0,260354.01,768152.29,234,7,13,2,Normal,8/31/2025,500000,3500,72.4,YES,8
ATM1041,1/6/2025,622446.69,700000,706780.62,130509.65,363,4,8,1,Normal,10/20/2025,700000,0,100,YES,13
ATM1017,4/18/2025,766935.5,500000,562202.24,79959.23,146,8,11,1,Required,11/17/2025,300000,2500,100,NO,1
ATM1023,11/27/2025,638569.38,300000,482694.99,957786.47,597,1,10,2,Normal,5/3/2025,0,3500,92.7,NO,3
ATM1046,6/7/2025,518960.71,700000,672096.66,430047.84,168,8,15,1,Normal,9/20/2025,0,0,68.4,YES,11
ATM1032,8/9/2025,655802.7,500000,111419.98,362889.77,29,4,12,4,Normal,6/18/2025,0,0,92.7,NO,12
ATM1027,10/3/2025,912063.52,500000,863805.11,995213.78,406,4,13,1,Normal,1/9/2025,0,0,92.2,NO,7
ATM1043,6/29/2025,553006.16,300000,874996.78,421443.95,535,4,11,0,Required,3/23/2025,0,0,82.1,YES,14
ATM1034,8/22/2025,332163.52,500000,895782.27,369858.37,108,4,15,3,Normal,12/26/2025,0,0,72.6,NO,13
ATM1034,5/24/2025,829613,500000,415734.54,148329.49,542,3,10,0,Required,1/15/2025,700000,0,72.3,NO,4
ATM1039,10/6/2025,962100.31,500000,151723.81,192869.26,533,8,16,1,Required,12/3/2025,700000,0,88.1,NO,2
ATM1027,4/10/2025,854294.84,500000,764509.83,974687.2,433,6,12,2,Normal,10/5/2025,500000,0,91.8,YES,10
ATM1028,10/26/2025,701514.49,500000,477817.27,72594.05,205,8,13,1,Normal,6/9/2025,0,0,88.8,NO,4
ATM1036,5/15/2025,291310.66,300000,244102.75,886862.29,197,4,8,1,Normal,6/6/2025,0,0,95.4,NO,12
ATM1043,9/24/2025,816864.02,300000,56804.92,828651.73,261,7,11,2,Normal,5/16/2025,0,0,66.3,NO,1
ATM1044,10/5/2025,700344.88,300000,744472.49,816497.05,311,9,14,2,Normal,10/18/2025,700000,3500,78.6,NO,11
ATM1045,3/23/2025,928908.19,0,360981.63,300073.22,410,6,9,0,Required,1/23/2025,0,3500,81.9,NO,9
ATM1043,1/15/2025,613070.04,500000,628327.29,92422.83,496,4,13,0,Normal,7/31/2025,0,0,55.2,NO,1
ATM1023,12/10/2025,348402.26,500000,176387.01,540853.33,485,9,7,0,Normal,4/4/2025,500000,3500,92.7,YES,14
ATM1006,11/6/2025,898538.24,300000,239642.61,797044.38,246,6,13,2,Normal,1/15/2025,0,0,71.4,YES,12
ATM1034,12/9/2025,803908.96,0,780817.93,320585.38,224,6,13,1,Normal,10/10/2025,0,0,65.9,NO,7
ATM1026,5/5/2025,492452.71,0,671734.12,265970.09,176,6,9,0,Normal,2/24/2025,0,3500,69.7,YES,11
ATM1044,6/25/2025,738926.26,300000,296136.9,820853.47,48,7,8,2,Normal,10/7/2025,0,2500,80.8,NO,7
