Transaction_ID,ATM_ID,Transaction_Date,Transaction_Time,Transaction_Type,Withdrawal_Amount,Card_Type,Response_Time_sec,Transaction_Status,Failure_Reason
TXN018024,ATM1022,2025-05-15 00:00:00,03:32,Cash Withdrawal,5000,Credit,3.7,Success,None
TXN018025,ATM1032,2025-05-28 00:00:00,23:22,Cash Withdrawal,1000,Credit,4.3,Success,None
TXN018026,ATM1048,2025-06-11 00:00:00,00:04,Cash Withdrawal,3000,Debit,5.6,Success,None
TXN018027,ATM1011,2025-05-21 00:00:00,14:17,Cash Withdrawal,5000,Debit,3.9,Success,None
TXN018028,ATM1015,2025-08-07 00:00:00,17:55,Cash Withdrawal,500,Debit,5,Success,None
TXN018029,ATM1032,2025-06-02 00:00:00,11:41,Cash Withdrawal,1000,Debit,6.9,Success,None
TXN018030,ATM1005,2025-04-18 00:00:00,19:47,Cash Withdrawal,10000,Debit,3.9,Success,None
TXN018031,ATM1008,2025-04-09 00:00:00,19:16,Cash Withdrawal,3000,Debit,5.4,Failed,Bank Declined
TXN018032,ATM1032,2025-05-14 00:00:00,11:40,Cash Withdrawal,3000,Debit,18,Success,None
TXN018033,ATM1025,2025-09-05 00:00:00,00:27,Cash Withdrawal,3000,Debit,3.2,Success,None
TXN018034,ATM1045,2025-10-10 00:00:00,00:47,Cash Withdrawal,3000,Debit,2.8,Success,None
TXN018035,ATM1015,2025-01-29 00:00:00,09:33,Cash Withdrawal,2000,Debit,4.4,Success,None
TXN018036,ATM1020,2025-03-04 00:00:00,07:22,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN018037,ATM1011,2025-09-17 00:00:00,11:51,Cash Withdrawal,3000,Debit,5.4,Success,None
TXN018038,ATM1028,2025-08-30 00:00:00,22:09,Cash Withdrawal,1000,Debit,9.6,Success,None
TXN018039,ATM1015,2025-10-12 00:00:00,12:38,Cash Withdrawal,20000,Debit,4.5,Success,None
TXN018040,ATM1044,2025-01-02 00:00:00,22:36,Cash Withdrawal,500,Debit,5,Success,None
TXN018041,ATM1024,2025-12-15 00:00:00,08:28,Cash Withdrawal,10000,Credit,4.4,Success,None
TXN018042,ATM1037,2025-06-06 00:00:00,13:23,Cash Withdrawal,10000,Debit,10.2,Success,None
TXN018043,ATM1042,2025-07-20 00:00:00,13:34,Cash Withdrawal,2000,Debit,5,Success,None
TXN018044,ATM1015,2025-01-28 00:00:00,02:21,Cash Withdrawal,3000,Debit,1.8,Success,None
TXN018045,ATM1024,2025-11-12 00:00:00,01:13,Cash Withdrawal,5000,Debit,7.9,Success,None
TXN018046,ATM1031,2025-07-25 00:00:00,22:48,Cash Withdrawal,5000,Debit,6.2,Success,None
TXN018047,ATM1006,2025-10-01 00:00:00,03:31,Cash Withdrawal,5000,Debit,2.9,Success,None
TXN018048,ATM1001,2025-01-09 00:00:00,13:31,Cash Withdrawal,3000,Credit,8.7,Success,None
TXN018049,ATM1036,2025-09-03 00:00:00,06:43,Cash Withdrawal,10000,Debit,2.9,Success,None
TXN018050,ATM1025,2025-02-12 00:00:00,16:58,Cash Withdrawal,2000,Debit,2.6,Success,None
TXN018051,ATM1018,2025-04-25 00:00:00,01:25,Cash Withdrawal,5000,Debit,5.6,Success,None
TXN018052,ATM1020,2025-06-14 00:00:00,03:56,Cash Withdrawal,5000,Debit,2.3,Success,None
TXN018053,ATM1050,2025-09-09 00:00:00,21:43,Cash Withdrawal,5000,Debit,3.5,Success,None
TXN018054,ATM1019,2025-05-13 00:00:00,11:16,Cash Withdrawal,10000,Debit,3.6,Success,None
TXN018055,ATM1029,2025-06-29 00:00:00,19:40,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN018056,ATM1013,2025-05-14 00:00:00,14:28,Cash Withdrawal,2000,Debit,3,Success,None
TXN018057,ATM1007,2025-11-30 00:00:00,18:34,Cash Withdrawal,3000,Debit,3.1,Success,None
TXN018058,ATM1040,2025-01-11 00:00:00,23:14,Cash Withdrawal,5000,Debit,3.1,Success,None
TXN018059,ATM1003,2025-03-28 00:00:00,21:19,Cash Withdrawal,2000,Debit,5.3,Success,None
TXN018060,ATM1050,2025-02-27 00:00:00,05:20,Cash Withdrawal,3000,Debit,1.7,Success,None
TXN018061,ATM1029,2025-10-09 00:00:00,06:00,Cash Withdrawal,5000,Debit,3.1,Success,None
TXN018062,ATM1027,2025-11-09 00:00:00,05:52,Cash Withdrawal,10000,Credit,3.7,Success,None
TXN018063,ATM1038,2025-07-04 00:00:00,13:54,Cash Withdrawal,5000,Debit,11.6,Success,None
TXN018064,ATM1015,2025-05-22 00:00:00,19:27,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN018065,ATM1048,2025-03-18 00:00:00,03:54,Cash Withdrawal,3000,Debit,4.9,Success,None
TXN018066,ATM1040,2025-03-23 00:00:00,18:46,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN018067,ATM1008,2025-11-20 00:00:00,11:02,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN018068,ATM1033,2025-01-01 00:00:00,08:09,Cash Withdrawal,500,Debit,2.4,Success,None
TXN018069,ATM1032,2025-06-19 00:00:00,10:49,Cash Withdrawal,500,Debit,3.4,Success,None
TXN018070,ATM1046,2025-11-06 00:00:00,10:08,Cash Withdrawal,2000,Debit,3.2,Success,None
TXN018071,ATM1042,2025-02-20 00:00:00,09:13,Cash Withdrawal,3000,Debit,5,Success,None
TXN018072,ATM1037,2025-09-30 00:00:00,02:11,Cash Withdrawal,10000,Debit,5.6,Success,None
TXN018073,ATM1011,2025-09-16 00:00:00,03:48,Cash Withdrawal,500,Debit,3.8,Success,None
TXN018074,ATM1032,2025-02-26 00:00:00,04:11,Cash Withdrawal,500,Debit,4.7,Failed,Technical Error
TXN018075,ATM1032,2025-06-18 00:00:00,03:20,Cash Withdrawal,3000,Debit,3.6,Success,None
TXN018076,ATM1018,2025-12-11 00:00:00,08:10,Cash Withdrawal,3000,Debit,2.4,Success,None
TXN018077,ATM1029,2025-01-05 00:00:00,15:03,Cash Withdrawal,2000,Debit,4.1,Success,None
TXN018078,ATM1038,2025-05-09 00:00:00,20:57,Cash Withdrawal,2000,Debit,6.8,Success,None
TXN018079,ATM1032,2025-09-04 00:00:00,02:11,Cash Withdrawal,2000,Debit,4.4,Success,None
TXN018080,ATM1040,2025-08-07 00:00:00,14:30,Cash Withdrawal,2000,Debit,4.2,Success,None
TXN018081,ATM1045,2025-08-01 00:00:00,16:10,Cash Withdrawal,2000,Debit,5.2,Success,None
TXN018082,ATM1027,2025-09-12 00:00:00,06:57,Cash Withdrawal,10000,Debit,8.4,Success,None
TXN018083,ATM1016,2025-08-13 00:00:00,06:06,Cash Withdrawal,2000,Debit,7.2,Success,None
TXN018084,ATM1044,2025-11-05 00:00:00,20:00,Cash Withdrawal,5000,Debit,5,Success,None
TXN018085,ATM1002,2025-03-14 00:00:00,19:45,Cash Withdrawal,2000,Debit,4.2,Success,None
TXN018086,ATM1035,2025-01-01 00:00:00,18:42,Cash Withdrawal,3000,Debit,6.3,Success,None
TXN018087,ATM1033,2025-11-13 00:00:00,19:39,Cash Withdrawal,3000,Debit,4.1,Success,None
TXN018088,ATM1024,2025-10-26 00:00:00,08:20,Cash Withdrawal,5000,Debit,2.2,Success,None
TXN018089,ATM1037,2025-08-03 00:00:00,17:20,Cash Withdrawal,1000,Debit,5.9,Success,None
TXN018090,ATM1005,2025-04-23 00:00:00,00:05,Cash Withdrawal,3000,Debit,6.6,Success,None
TXN018091,ATM1035,2025-08-02 00:00:00,11:33,Cash Withdrawal,3000,Debit,2.5,Success,None
TXN018092,ATM1005,2025-05-11 00:00:00,01:54,Cash Withdrawal,10000,Debit,5,Success,None
TXN018093,ATM1040,2025-11-14 00:00:00,20:32,Cash Withdrawal,3000,Debit,6.6,Success,None
TXN018094,ATM1048,2025-08-26 00:00:00,15:28,Cash Withdrawal,10000,Debit,2.4,Success,None
TXN018095,ATM1022,2025-08-06 00:00:00,07:10,Cash Withdrawal,2000,Debit,4.5,Success,None
TXN018096,ATM1039,2025-10-17 00:00:00,10:54,Cash Withdrawal,2000,Debit,4,Success,None
TXN018097,ATM1018,2025-07-03 00:00:00,05:18,Cash Withdrawal,10000,Debit,7.5,Success,None
TXN018098,ATM1042,2025-10-02 00:00:00,05:41,Cash Withdrawal,2000,Debit,1.6,Success,None
TXN018099,ATM1029,2025-01-17 00:00:00,10:43,Cash Withdrawal,2000,Debit,5.9,Success,None
TXN018100,ATM1038,2025-03-23 00:00:00,16:02,Cash Withdrawal,2000,Debit,5.7,Success,None
TXN018101,ATM1021,2025-10-12 00:00:00,20:51,Cash Withdrawal,10000,Debit,3.2,Success,None
TXN018102,ATM1042,2025-09-02 00:00:00,05:01,Cash Withdrawal,10000,Debit,8.6,Success,None
TXN018103,ATM1005,2025-07-24 00:00:00,12:44,Cash Withdrawal,10000,Debit,3.1,Success,None
TXN018104,ATM1037,2025-10-20 00:00:00,01:30,Cash Withdrawal,3000,Debit,17.4,Success,None
TXN018105,ATM1043,2025-04-14 00:00:00,08:37,Cash Withdrawal,10000,Debit,3.7,Success,None
TXN018106,ATM1008,2025-07-16 00:00:00,08:29,Cash Withdrawal,3000,Credit,4.8,Success,None
TXN018107,ATM1031,2025-06-22 00:00:00,09:37,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN018108,ATM1023,2025-11-23 00:00:00,14:46,Cash Withdrawal,5000,Debit,6.3,Success,None
TXN018109,ATM1018,2025-10-16 00:00:00,19:38,Cash Withdrawal,1000,Debit,7.8,Success,None
TXN018110,ATM1002,2025-04-16 00:00:00,01:40,Cash Withdrawal,1000,Credit,9.8,Success,None
TXN018111,ATM1022,2025-06-13 00:00:00,12:59,Cash Withdrawal,3000,Debit,5.8,Success,None
TXN018112,ATM1003,2025-11-03 00:00:00,06:41,Cash Withdrawal,3000,Debit,11.3,Success,None
TXN018113,ATM1028,2025-04-01 00:00:00,00:05,Cash Withdrawal,1000,Debit,4,Success,None
TXN018114,ATM1026,2025-01-31 00:00:00,06:09,Cash Withdrawal,1000,Debit,5,Success,None
TXN018115,ATM1039,2025-04-22 00:00:00,23:12,Cash Withdrawal,2000,Debit,3.3,Success,None
TXN018116,ATM1010,2025-12-28 00:00:00,23:18,Cash Withdrawal,3000,Debit,4.3,Success,None
TXN018117,ATM1002,2025-11-30 00:00:00,13:01,Cash Withdrawal,3000,Debit,5.9,Success,None
TXN018118,ATM1023,2025-03-13 00:00:00,12:35,Cash Withdrawal,10000,Debit,2.7,Success,None
TXN018119,ATM1023,2025-01-11 00:00:00,19:42,Cash Withdrawal,2000,Debit,6,Success,None
TXN018120,ATM1001,2025-12-04 00:00:00,10:23,Cash Withdrawal,5000,Credit,7.7,Success,None
TXN018121,ATM1012,2025-06-24 00:00:00,22:52,Cash Withdrawal,20000,Debit,5.3,Success,None
TXN018122,ATM1014,2025-05-15 00:00:00,22:31,Cash Withdrawal,5000,Debit,3.5,Success,None
TXN018123,ATM1020,2025-02-28 00:00:00,11:36,Cash Withdrawal,2000,Credit,4.1,Success,None
TXN018124,ATM1042,2025-10-22 00:00:00,19:36,Cash Withdrawal,10000,Debit,5,Success,None
TXN018125,ATM1002,2025-11-20 00:00:00,20:23,Cash Withdrawal,10000,Debit,2.1,Success,None
TXN018126,ATM1021,2025-04-03 00:00:00,00:19,Cash Withdrawal,1000,Debit,2.6,Success,None
TXN018127,ATM1002,2025-10-11 00:00:00,00:40,Cash Withdrawal,500,Debit,5.5,Success,None
TXN018128,ATM1018,2025-06-13 00:00:00,20:47,Cash Withdrawal,3000,Debit,8.1,Success,None
TXN018129,ATM1028,2025-10-12 00:00:00,10:39,Cash Withdrawal,2000,Debit,3.8,Success,None
TXN018130,ATM1043,2025-07-25 00:00:00,03:31,Cash Withdrawal,1000,Debit,2.9,Success,None
TXN018131,ATM1048,2025-05-05 00:00:00,13:33,Cash Withdrawal,3000,Debit,2.8,Success,None
TXN018132,ATM1050,2025-05-15 00:00:00,07:19,Cash Withdrawal,2000,Debit,3.2,Success,None
TXN018133,ATM1001,2025-02-04 00:00:00,00:22,Cash Withdrawal,5000,Debit,2.3,Success,None
TXN018134,ATM1027,2025-06-28 00:00:00,16:24,Cash Withdrawal,5000,Debit,3.2,Failed,Bank Declined
TXN018135,ATM1036,2025-06-17 00:00:00,02:36,Cash Withdrawal,10000,Debit,2.7,Success,None
TXN018136,ATM1005,2025-04-20 00:00:00,20:47,Cash Withdrawal,3000,Debit,5.1,Success,None
TXN018137,ATM1003,2025-07-24 00:00:00,20:51,Cash Withdrawal,3000,Debit,5.3,Success,None
TXN018138,ATM1010,2025-06-08 00:00:00,19:31,Cash Withdrawal,500,Debit,2.7,Success,None
TXN018139,ATM1015,2025-03-13 00:00:00,09:34,Cash Withdrawal,5000,Debit,6.1,Success,None
TXN018140,ATM1013,2025-03-23 00:00:00,20:43,Cash Withdrawal,2000,Debit,2.1,Success,None
TXN018141,ATM1029,2025-12-09 00:00:00,20:54,Cash Withdrawal,3000,Debit,4.3,Success,None
TXN018142,ATM1020,2025-04-02 00:00:00,06:05,Cash Withdrawal,2000,Debit,8,Success,None
TXN018143,ATM1045,2025-11-27 00:00:00,20:45,Cash Withdrawal,5000,Debit,4.4,Success,None
TXN018144,ATM1012,2025-01-17 00:00:00,17:16,Cash Withdrawal,5000,Debit,9.8,Success,None
TXN018145,ATM1039,2025-05-11 00:00:00,01:47,Cash Withdrawal,500,Debit,7,Success,None
TXN018146,ATM1031,2025-08-28 00:00:00,09:36,Cash Withdrawal,5000,Debit,3.3,Success,None
TXN018147,ATM1031,2025-09-30 00:00:00,09:40,Cash Withdrawal,3000,Debit,6.6,Success,None
TXN018148,ATM1007,2025-09-24 00:00:00,13:05,Cash Withdrawal,3000,Debit,2.7,Success,None
TXN018149,ATM1024,2025-06-16 00:00:00,04:04,Cash Withdrawal,5000,Debit,5,Success,None
TXN018150,ATM1012,2025-11-11 00:00:00,03:02,Cash Withdrawal,3000,Debit,3.1,Success,None
TXN018151,ATM1022,2025-06-02 00:00:00,06:40,Cash Withdrawal,5000,Debit,5,Success,None
TXN018152,ATM1039,2025-09-26 00:00:00,00:11,Cash Withdrawal,5000,Debit,6.6,Success,None
TXN018153,ATM1001,2025-06-23 00:00:00,08:16,Cash Withdrawal,2000,Debit,2.7,Success,None
TXN018154,ATM1049,2025-03-10 00:00:00,05:13,Cash Withdrawal,5000,Debit,6.8,Success,None
TXN018155,ATM1043,2025-06-12 00:00:00,14:04,Cash Withdrawal,5000,Debit,6.3,Success,None
TXN018156,ATM1040,2025-02-07 00:00:00,10:52,Cash Withdrawal,2000,Debit,5.7,Success,None
TXN018157,ATM1023,2025-04-12 00:00:00,06:06,Cash Withdrawal,20000,Debit,5.8,Success,None
TXN018158,ATM1007,2025-06-23 00:00:00,00:49,Cash Withdrawal,500,Credit,5.8,Success,None
TXN018159,ATM1042,2025-09-27 00:00:00,07:51,Cash Withdrawal,10000,Debit,5.3,Success,None
TXN018160,ATM1040,2025-06-19 00:00:00,01:48,Cash Withdrawal,10000,Debit,3.3,Success,None
TXN018161,ATM1049,2025-06-22 00:00:00,05:46,Cash Withdrawal,20000,Debit,4.4,Success,None
TXN018162,ATM1046,2025-03-29 00:00:00,10:36,Cash Withdrawal,3000,Debit,4.6,Success,None
TXN018163,ATM1005,2025-10-19 00:00:00,18:29,Cash Withdrawal,10000,Debit,10.7,Success,None
TXN018164,ATM1025,2025-09-18 00:00:00,13:32,Cash Withdrawal,500,Debit,3.6,Success,None
TXN018165,ATM1031,2025-12-25 00:00:00,23:09,Cash Withdrawal,500,Debit,9.5,Success,None
TXN018166,ATM1035,2025-11-11 00:00:00,19:15,Cash Withdrawal,5000,Debit,4.8,Success,None
TXN018167,ATM1002,2025-08-07 00:00:00,11:21,Cash Withdrawal,3000,Debit,9.9,Success,None
TXN018168,ATM1002,2025-01-27 00:00:00,12:22,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN018169,ATM1037,2025-04-26 00:00:00,12:27,Cash Withdrawal,2000,Debit,10.1,Success,None
TXN018170,ATM1050,2025-05-30 00:00:00,00:52,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN018171,ATM1024,2025-04-26 00:00:00,06:46,Cash Withdrawal,5000,Debit,2.1,Failed,Technical Error
TXN018172,ATM1025,2025-12-29 00:00:00,20:23,Cash Withdrawal,2000,Debit,5.8,Success,None
TXN018173,ATM1006,2025-02-16 00:00:00,04:02,Cash Withdrawal,5000,Debit,3.6,Success,None
TXN018174,ATM1046,2025-08-30 00:00:00,02:47,Cash Withdrawal,1000,Debit,2.3,Success,None
TXN018175,ATM1042,2025-01-30 00:00:00,23:41,Cash Withdrawal,2000,Debit,3.1,Success,None
TXN018176,ATM1047,2025-08-22 00:00:00,17:45,Cash Withdrawal,1000,Debit,6.7,Success,None
TXN018177,ATM1004,2025-06-14 00:00:00,11:50,Cash Withdrawal,2000,Debit,3.8,Success,None
TXN018178,ATM1026,2025-05-02 00:00:00,05:45,Cash Withdrawal,2000,Debit,2,Success,None
TXN018179,ATM1002,2025-06-10 00:00:00,00:30,Cash Withdrawal,1000,Credit,5.7,Success,None
TXN018180,ATM1008,2025-11-17 00:00:00,02:56,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN018181,ATM1025,2025-07-22 00:00:00,01:44,Cash Withdrawal,5000,Debit,3.6,Failed,Insufficient Cash
TXN018182,ATM1012,2025-07-31 00:00:00,05:35,Cash Withdrawal,5000,Debit,2.8,Success,None
TXN018183,ATM1023,2025-05-16 00:00:00,12:48,Cash Withdrawal,10000,Debit,4.1,Success,None
TXN018184,ATM1020,2025-12-25 00:00:00,03:59,Cash Withdrawal,1000,Debit,2.7,Success,None
TXN018185,ATM1050,2025-09-27 00:00:00,19:52,Cash Withdrawal,10000,Debit,8.9,Success,None
TXN018186,ATM1035,2025-08-18 00:00:00,20:05,Cash Withdrawal,2000,Debit,4.5,Success,None
TXN018187,ATM1013,2025-10-25 00:00:00,19:30,Cash Withdrawal,10000,Debit,5.3,Success,None
TXN018188,ATM1018,2025-08-26 00:00:00,17:28,Cash Withdrawal,5000,Debit,1.5,Success,None
TXN018189,ATM1049,2025-05-14 00:00:00,14:50,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN018190,ATM1039,2025-06-15 00:00:00,16:43,Cash Withdrawal,5000,Debit,2.7,Success,None
TXN018191,ATM1029,2025-04-24 00:00:00,22:04,Cash Withdrawal,3000,Credit,9.8,Success,None
TXN018192,ATM1039,2025-06-27 00:00:00,15:46,Cash Withdrawal,10000,Debit,2.5,Success,None
TXN018193,ATM1024,2025-01-01 00:00:00,00:40,Cash Withdrawal,3000,Credit,7.3,Success,None
TXN018194,ATM1017,2025-05-10 00:00:00,07:26,Cash Withdrawal,2000,Credit,2.3,Success,None
TXN018195,ATM1031,2025-10-08 00:00:00,15:19,Cash Withdrawal,2000,Debit,5.3,Success,None
TXN018196,ATM1006,2025-09-25 00:00:00,12:33,Cash Withdrawal,3000,Debit,4.4,Success,None
TXN018197,ATM1044,2025-12-17 00:00:00,16:06,Cash Withdrawal,500,Debit,4.3,Success,None
TXN018198,ATM1030,2025-07-10 00:00:00,01:17,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN018199,ATM1027,2025-08-10 00:00:00,14:15,Cash Withdrawal,5000,Debit,3,Success,None
TXN018200,ATM1025,2025-12-15 00:00:00,16:05,Cash Withdrawal,500,Debit,2.5,Success,None
TXN018201,ATM1001,2025-06-13 00:00:00,11:16,Cash Withdrawal,2000,Debit,5.6,Success,None
TXN018202,ATM1004,2025-10-13 00:00:00,20:04,Cash Withdrawal,1000,Debit,5.5,Success,None
TXN018203,ATM1020,2025-06-28 00:00:00,19:49,Cash Withdrawal,3000,Debit,8.2,Success,None
TXN018204,ATM1038,2025-05-22 00:00:00,20:19,Cash Withdrawal,10000,Debit,3.9,Success,None
TXN018205,ATM1050,2025-01-01 00:00:00,04:43,Cash Withdrawal,1000,Debit,5.7,Success,None
TXN018206,ATM1008,2025-11-18 00:00:00,09:24,Cash Withdrawal,3000,Debit,3.3,Success,None
TXN018207,ATM1039,2025-10-27 00:00:00,09:33,Cash Withdrawal,5000,Credit,4.7,Success,None
TXN018208,ATM1012,2025-03-18 00:00:00,03:58,Cash Withdrawal,10000,Debit,7.8,Success,None
TXN018209,ATM1048,2025-07-04 00:00:00,12:21,Cash Withdrawal,10000,Debit,10.4,Success,None
TXN018210,ATM1034,2025-09-06 00:00:00,10:21,Cash Withdrawal,20000,Debit,4.2,Success,None
TXN018211,ATM1031,2025-05-11 00:00:00,06:43,Cash Withdrawal,1000,Debit,3.4,Success,None
TXN018212,ATM1022,2025-06-07 00:00:00,22:16,Cash Withdrawal,2000,Debit,5.5,Success,None
TXN018213,ATM1012,2025-03-11 00:00:00,00:46,Cash Withdrawal,5000,Debit,6.5,Success,None
TXN018214,ATM1002,2025-05-15 00:00:00,07:39,Cash Withdrawal,1000,Debit,4.9,Success,None
TXN018215,ATM1044,2025-03-06 00:00:00,10:30,Cash Withdrawal,3000,Debit,8.9,Success,None
TXN018216,ATM1043,2025-08-05 00:00:00,18:00,Cash Withdrawal,5000,Debit,4,Success,None
TXN018217,ATM1020,2025-01-04 00:00:00,09:23,Cash Withdrawal,2000,Debit,2.8,Success,None
TXN018218,ATM1037,2025-01-07 00:00:00,01:37,Cash Withdrawal,2000,Debit,5.8,Success,None
TXN018219,ATM1008,2025-03-27 00:00:00,04:47,Cash Withdrawal,3000,Debit,2.1,Success,None
TXN018220,ATM1017,2025-01-15 00:00:00,09:55,Cash Withdrawal,10000,Debit,4.6,Success,None
TXN018221,ATM1023,2025-12-12 00:00:00,00:00,Cash Withdrawal,5000,Debit,2.4,Success,None
TXN018222,ATM1049,2025-10-15 00:00:00,17:16,Cash Withdrawal,2000,Debit,3,Success,None
TXN018223,ATM1006,2025-04-09 00:00:00,12:59,Cash Withdrawal,10000,Debit,5.6,Success,None
TXN018224,ATM1032,2025-11-12 00:00:00,20:16,Cash Withdrawal,2000,Debit,2.9,Success,None
TXN018225,ATM1028,2025-04-15 00:00:00,02:54,Cash Withdrawal,1000,Debit,5,Success,None
TXN018226,ATM1016,2025-08-03 00:00:00,23:24,Cash Withdrawal,5000,Debit,7.3,Success,None
TXN018227,ATM1049,2025-06-28 00:00:00,04:03,Cash Withdrawal,5000,Debit,2.9,Success,None
TXN018228,ATM1024,2025-10-26 00:00:00,04:44,Cash Withdrawal,3000,Debit,4.4,Success,None
TXN018229,ATM1013,2025-08-09 00:00:00,08:09,Cash Withdrawal,1000,Debit,4.1,Success,None
TXN018230,ATM1022,2025-10-07 00:00:00,19:24,Cash Withdrawal,20000,Credit,3.2,Success,None
TXN018231,ATM1039,2025-10-01 00:00:00,22:17,Cash Withdrawal,10000,Debit,4.7,Success,None
TXN018232,ATM1035,2025-09-02 00:00:00,08:20,Cash Withdrawal,2000,Debit,3.5,Success,None
TXN018233,ATM1035,2025-04-12 00:00:00,10:38,Cash Withdrawal,500,Debit,4.5,Success,None
TXN018234,ATM1009,2025-11-22 00:00:00,10:37,Cash Withdrawal,2000,Debit,11.7,Success,None
TXN018235,ATM1020,2025-07-08 00:00:00,09:15,Cash Withdrawal,2000,Credit,4.9,Success,None
TXN018236,ATM1020,2025-03-06 00:00:00,01:05,Cash Withdrawal,1000,Debit,1.6,Failed,Bank Declined
TXN018237,ATM1035,2025-09-18 00:00:00,03:06,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN018238,ATM1027,2025-05-24 00:00:00,19:27,Cash Withdrawal,10000,Debit,3,Success,None
TXN018239,ATM1032,2025-05-25 00:00:00,03:15,Cash Withdrawal,500,Debit,2.2,Success,None
TXN018240,ATM1025,2025-07-22 00:00:00,09:31,Cash Withdrawal,2000,Debit,3.1,Success,None
TXN018241,ATM1010,2025-07-24 00:00:00,20:05,Cash Withdrawal,10000,Debit,4.1,Success,None
TXN018242,ATM1018,2025-06-28 00:00:00,09:54,Cash Withdrawal,10000,Debit,4.2,Success,None
TXN018243,ATM1047,2025-09-27 00:00:00,23:36,Cash Withdrawal,5000,Debit,6.3,Failed,Bank Declined
TXN018244,ATM1005,2025-05-12 00:00:00,14:10,Cash Withdrawal,5000,Debit,1.1,Success,None
TXN018245,ATM1029,2025-07-22 00:00:00,01:33,Cash Withdrawal,3000,Debit,8.3,Success,None
TXN018246,ATM1047,2025-01-14 00:00:00,09:35,Cash Withdrawal,2000,Debit,3.4,Success,None
TXN018247,ATM1047,2025-07-30 00:00:00,13:08,Cash Withdrawal,5000,Debit,20.1,Success,None
TXN018248,ATM1030,2025-01-30 00:00:00,01:26,Cash Withdrawal,3000,Debit,4.4,Success,None
TXN018249,ATM1038,2025-02-17 00:00:00,02:42,Cash Withdrawal,20000,Debit,2.9,Success,None
TXN018250,ATM1008,2025-08-08 00:00:00,20:32,Cash Withdrawal,10000,Debit,3.9,Success,None
TXN018251,ATM1030,2025-01-24 00:00:00,10:25,Cash Withdrawal,3000,Debit,7.4,Success,None
TXN018252,ATM1001,2025-12-04 00:00:00,15:09,Cash Withdrawal,5000,Debit,4.5,Success,None
TXN018253,ATM1044,2025-02-16 00:00:00,04:51,Cash Withdrawal,2000,Debit,11.9,Success,None
TXN018254,ATM1030,2025-01-06 00:00:00,17:25,Cash Withdrawal,3000,Debit,7.3,Success,None
TXN018255,ATM1009,2025-08-04 00:00:00,01:01,Cash Withdrawal,5000,Debit,2.8,Success,None
TXN018256,ATM1040,2025-02-27 00:00:00,11:22,Cash Withdrawal,2000,Debit,4.8,Success,None
TXN018257,ATM1014,2025-12-15 00:00:00,23:12,Cash Withdrawal,10000,Debit,14.1,Success,None
TXN018258,ATM1022,2025-11-24 00:00:00,06:32,Cash Withdrawal,10000,Debit,4.8,Success,None
TXN018259,ATM1009,2025-08-05 00:00:00,23:03,Cash Withdrawal,5000,Debit,10,Success,None
TXN018260,ATM1045,2025-03-29 00:00:00,10:23,Cash Withdrawal,2000,Credit,2.7,Success,None
TXN018261,ATM1026,2025-03-15 00:00:00,11:59,Cash Withdrawal,1000,Debit,4.1,Success,None
TXN018262,ATM1005,2025-08-12 00:00:00,22:05,Cash Withdrawal,500,Debit,7,Success,None
TXN018263,ATM1004,2025-11-30 00:00:00,03:18,Cash Withdrawal,5000,Debit,2.1,Success,None
TXN018264,ATM1039,2025-01-29 00:00:00,22:12,Cash Withdrawal,2000,Debit,4.7,Success,None
TXN018265,ATM1012,2025-12-16 00:00:00,15:50,Cash Withdrawal,1000,Credit,4,Success,None
TXN018266,ATM1024,2025-12-03 00:00:00,03:10,Cash Withdrawal,1000,Debit,11.9,Success,None
TXN018267,ATM1010,2025-07-15 00:00:00,12:44,Cash Withdrawal,1000,Debit,4.7,Success,None
TXN018268,ATM1005,2025-02-12 00:00:00,05:55,Cash Withdrawal,10000,Debit,2.9,Success,None
TXN018269,ATM1001,2025-06-01 00:00:00,16:01,Cash Withdrawal,2000,Debit,16.1,Success,None
TXN018270,ATM1034,2025-09-12 00:00:00,19:18,Cash Withdrawal,1000,Debit,5.1,Failed,Bank Declined
TXN018271,ATM1039,2025-06-02 00:00:00,11:13,Cash Withdrawal,5000,Debit,6.4,Success,None
TXN018272,ATM1028,2025-09-21 00:00:00,15:11,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN018273,ATM1042,2025-02-19 00:00:00,00:52,Cash Withdrawal,1000,Debit,6.4,Success,None
TXN018274,ATM1007,2025-10-31 00:00:00,09:12,Cash Withdrawal,1000,Debit,2.9,Success,None
TXN018275,ATM1014,2025-05-14 00:00:00,23:00,Cash Withdrawal,500,Debit,2.5,Success,None
TXN018276,ATM1029,2025-12-12 00:00:00,22:28,Cash Withdrawal,3000,Debit,3.2,Success,None
